"id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"363","Former Trump campaign chairman Paul Manafort and his associate Rick Gates fought in federal court Thursday to ""alleviate"" their GPS monitoring system, as well as the terms of their home confinement after both pleaded not guilty to 12 counts by a federal grand jury. Manafort and Gates appeared before Federal Judge Amy Jackson on Thursday afternoon, after being indicted as part of special counsel Robert Mueller's investigation into Russian meddling and potential collusion with Trump campaign officials in the 2016 presidential election. Thursday isn't the first time Fox News has learned of a ""GPS monitoring system,"" which both Manafort and Gates have been wearing since being taken into custody on Monday.","both Manafort and Gates were taken into custody on Monday.",27,"100.00",0,"","target-negated",0,8.20561666666667,39
"1474","So, students take ESL in the ABE program and then take their' real' studies with financial aid monies "" (M. Kritikos, personal communication, 1992).  Critics of financial aid for ESL students claim that many of these students do not intend to persist to degree completion and should therefore not be eligible for financial aid.","Many ESL students do not intend to persist to degree completion and should therefore not be eligible for financial aid.",5,"100.00",0,"","target-original",0,7.36221666666667,39
"1003","""I don't watch them."" Puke. "" I know what you're missing, "" I tell him.","You are missing something.",17,"20.70",1,"This one is short but confusing for me.  It really depends on perspective.  To me, it seems like the other person is missing something (as comparted to the statement).","target-negated",0,8.20561666666667,39
"46257c_filler","huh-uh i don't even want to go anywhere yeah that's about it","I have lots of places I want to go.",20,"0.00",0,"","filler",0,10.72005,39
"2019","Now we can finally see the top of her dresser! "" Karen Jarnagin, mom of Reagan, 6, and Ryan, 3, Lincoln, NE To make old toys new again Get two of The Land of Nod's Beadboard Stacking Stuffers and put forgotten favorites in the bottom box. Every now and then, rotate what's in the containers--oldies don't regain their appeal when kids haven't played with them in a while.","Oldies previously had an appeal",19,"100.00",0,"","target-negated",0,7.36221666666667,39
"1907","  In ""La Grande Jatte,"" Seurat didn't manage to introduce into the large, classically structured work all of the fruits of his scientific research into chromatology.","Introducing all of the fruits of scientific research into chromatology into the large, classically structured work took effort for Seurat.",17,"85.45",0,"","target-negated",0,6.33378333333333,39
"110231e_filler","Where, where are you working now?","In what location are you now working? ",18,"100.00",0,"","filler",0,6.33378333333333,39
"224","By comparison, all four of the ""peer"" institutions used by the Colorado Department of Higher Education to compare state-funding levels are run by presidents who worked as faculty members or college administrators before they got the job. // Benson's plan of action // Benson said that, as president, he would spend 25 percent of his time managing the four-campus system and 75 percent ""outside"" peddling CU's cause in Washington, D.C., at the statehouse and in the business community. //","as president, Benson would spend 25 percent of his time managing the four-campus system and 75 percent ""outside"" peddling CU's cause in Washington, D.C., at the statehouse and in the business community. //",23,"100.00",0,"","target-original",0,8.20561666666667,39
"1218"," While all systems are currently go for The Woodlands boys' soccer team's mission for a league title, head coach Hans Kleinschmidt is quick to point out that in District 15-5A things can change in a hurry. The Highlanders, who entered last week's action ranked No. 2 in the Greater Houston area and No. 7 in the state, host Klein Forest on Friday for a 7:30 p.m. match before traveling to Conroe on Tuesday for a 7 p.m. match.","The Highlanders will travel to Conroe on Tuesday for a 7 p.m. match.",21,"100.00",0,"","target-original",0,6.33378333333333,39
"adv_1230"," Still, after Johnson was fired he didn't get another big league managerial job until the Cincinnati Reds hired him in May 1993. He took them to the NL Championship Series last year before being swept by the Atlanta Braves.","Johnson was swept by the Atlanta Reds.",26,"0.00",0,"","target-original",0,7.36221666666667,39
"335","A hail of arrows, deadly at a much longer range than that of the crossbows, began to fall. The crossbowmen fired back, only to see their bolts fall short. They reloaded, slipping on the chalk again, but the English arrows were finding their mark and the archers could keep up an almost continuous attack.","Their guns were loaded before.",25,"0.00",0,"","target-original",0,8.20561666666667,39
"1942","he asked Duwayne. He couldn't see a yard in any direction, and he marvelled that Duwayne had managed to find them.... Unless he had bothered to leave his snow ditch by the cottonwood.","Leaving his snow ditch by the cottonwood took some effort for him",16,"96.98",0,"","target-negated",0,10.72005,39
"23","It went on and on until I knew I'd gotten the wish I'd made down by the river. Oblivion. Landry collapsed heavily atop me.","Landry was standing before.",3,"100.00",0,"","target-original",0,7.36221666666667,39
"136994c_filler","Around the year 1400, fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka.","No one wanted Singapore.",15,"0.00",0,"","filler",0,7.36221666666667,39
"2233","Marty floated a milk carton boat. We stood on the porch and stared at our lakefront view. My brother began rolling up his pants' legs.","My brother hadn't been rolling up his pants' legs.",17,"100.00",0,"","target-original",0,10.72005,39
"746"," When the Great Exhibition closed, the Crystal Palace was dismantled, removed from Hyde Park, and re-erected at Sydenham. Paxton's glass and iron building reopened in June 1854, with George Grove serving as secretary to the new corporation.","Paxton's glass and iron building were open before June 1854.",18,"100.00",0,"","target-original",0,10.72005,39
"1813"," In the ensuing days, Mr. Clinton was hailed for his gifts as a ham actor, and criticized for trivializing the status of his office. Mr. Clinton's loss of gravitas, of course, did not start with the video.","Mr. Clinton hadn't lost his gravitas at the time of the video",12,"0.00",0,"","target-original",0,6.33378333333333,39
"1082","It also indicates police are investigating Hokoana for first-degree assault. Efforts to reach Hokoana were unsuccessful. His wife hasn't previously declined to comment.","His wife has been asked to comment.",18,"100.00",0,"","target-negated",0,7.36221666666667,39
"adv_95","But will it ever? "" The only way I could see it happening, ""says Page,"" would be if we could get together in a room and look each other in the eye and play and still be able to have a smile behind those eyes. Then I might think, ""Yeah, that's a good reason to consider doing something.' '"" If rock history has taught us anything, it's that not reuniting is not often a far better idea than getting back together only to disappoint the fans.","getting back together only to disappoint the fans is an idea they considered. ",22,"100.00",0,"","target-negated",0,7.36221666666667,39
"1514"," I was amused at criminal defense attorney Phil Cherner's letter ("" Death penalty is morally bankrupt "") attacking capital punishment. Liberal extremists such as Phil fail to acknowledge that reasonable and moral people can disagree about the death penalty.","Liberal extremists such as Phil attempt to acknowledge that reasonable and moral people can disagree about the death penalty.",23,"0.00",0,"","target-original",0,7.36221666666667,39
"1454","  In January 1998, Suharto did not announce that he would seek re-election later that year for a seventh term as president.","Suharto would seek re-election later that year for a seventh term as president.",7,"0.00",0,"","target-negated",0,8.20561666666667,39
"101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",20,"100.00",0,"","filler",0,6.33378333333333,39
"adv_1739","Well, there was no war. Obviously, the US military was there, but we didn't wage war. Haiti isn't a much smaller country than Iraq.","Iraq is small.",22,"23.90",0,"","target-negated",0,8.20561666666667,39
"1534","Do it with your hands, "" she urged. Marion was smiling. Both of us were, like idiots.","There were two of us.",5,"100.00",0,"","target-original",0,9.17088333333333,39
"118385n_filler","Pick up a map from the tourist office here and ask about walking tours.","The people at the tourist office are friendly and well-informed.",27,"61.00",0,"","filler",0,7.36221666666667,39
"380"," In Gaza, where Hamas rule since 2007 has brought isolation and discontent, Palestinians had been turning away from the Islamic group in large numbers. But after forcing Israel to release more than 1,000 prisoners in exchange for a lone Israeli soldier, Sergeant First Class Gilad Shalit, Hamas isn't now enjoying a wave of support and admiration across the Palestinian territories.","Hamas forced Israel to release more than 1000 prisoners in exchange for a lone Israeli soldier, Sergeant First Class Gilad Shalit.",12,"100.00",0,"","target-negated",0,8.20561666666667,39
"48223c_filler","yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation","I do think it will be a good lesson.",13,"0.00",0,"","filler",0,8.20561666666667,39
"1389","So, she's just--she's just been a wall all our lives. That's why it's going to be really hard WERTHEIMER Helen's blood counts didn't continue to be good, and then a mysterious pain appeared in her back almost overnight, immobilizing her.","Helen's blood counts were good previously.",9,"100.00",0,"","target-negated",0,6.33378333333333,39
"739","That offer would remain on the table, at least under Barak.  Israel didn't reunite Jerusalem in the 1967 war, forcing Jordanian troops out of East Jerusalem, which they had held for two decades.","Jerusalem was united at some point before 1967.",10,"100.00",0,"","target-negated",0,6.33378333333333,39
"1125"," Simpson was acquitted last fall of murdering his former wife Nicole Brown Simpson and her friend Ronald Goldman. Families of both victims haven't sued Simpson for wrongful death, trying to prove in civil court that he is liable for the deaths.","There were two victims of Simpson.",19,"100.00",0,"","target-negated",0,10.72005,39
"1194"," He got so carried away with the game that he dropped out of school shortly before he expected to flunk out. He played semi-pro poker for several years and got a job at the literary magazine The Paris Review, where he was encouraged to write. "", after giving up on astronomy.","He gave up on astronomy.",16,"100.00",0,"","target-original",0,8.20561666666667,39
"48222c_filler","News berates computer users for picking obvious, easily cracked passwords and chastises system administrators for ignoring basic security precautions.","News outlets do not blame users or system administrators for security breaches. ",27,"0.00",0,"","filler",0,9.17088333333333,39
"2465"," ""Things are stacked against me,"" Ramsey said, grinning, after the statistics of past rookie quarterbacks were rattled off. "" The sequence helped Ramsey settle down before guiding four touchdown drives in five possessions.","Ramsey guided four touchdown drives in five possessions.",5,"100.00",0,"","target-original",0,8.20561666666667,39
"688","The Air Force has not been a serious advocate for military space programs-otherwise it would not have supported transferring the reusable launch mission to NASA, an organization that has shown little responsiveness to supporting innovative military space programs. "" But civilian space planes did not perform as expected, either. The creators of the space shuttle failed to reach its primary goals of making transportation to space cheaper and more efficient.","The creators of the space shuttle attempted to reach its primary goals of making transportation to space cheaper and more efficient.",6,"100.00",0,"","target-original",0,8.20561666666667,39
"22586n_filler","And how was growing up in Charlotte?","Did being raised in Charlotte greatly change your life?",8,"97.70",0,"","filler",0,8.20561666666667,39
"1889","For every 100 children followed up for this influenza season, which included 37 school days, an excess 28 illness episodes and 63 missed school days occurred. Similarly, for every 100 children followed up, influenza accounted for an estimated 20 days of work missed by the parents and 22 secondary illness episodes among family members.3 The evidence shows that vaccinating children can protect the individual and contribute significantly to reducing the spread of disease to their families and communities.","Vaccinating children can protect the individual and contribute significantly to reducing the spread of disease to their families and communities.",13,"100.00",0,"","target-original",0,10.72005,39
"1418","The central question, then and now, was: How could the fabulous Sam fall for a man who loved her but hated her magic powers? How could she fall for a man who denied her part of who she was? But Samantha isn't the story; she knows who she is.","Samantha is someone.",9,"100.00",0,"","target-original",0,8.20561666666667,39
"adv_1989","Forgotten. Clean slate. General Squires will be reassigned shortly-and I have assurances that he will draw a responsible and prestigious command.","General Squires had been given assurances before.",4,"60.71",0,"","target-original",0,9.17088333333333,39
"522","<strong>Speaker A</strong>: These are difficult, dangerous people that we're dealing with. I'm not saying this is an easy task for us. it's not a much better, hopeful outcome than what we were doing.","What we were doing is an outcome.",15,"6.16",1,"The last sentence contains poor grammar and I don't think that something you do can be an outcome in and of itself.","target-negated",0,10.72005,39
"1796","Nothing to do but wait, to hover and hope for the best, that the ground would be in the right place. ""You've done well,"" his mother had said as he left, taking his hand in both of the horned crooks her hands had become. ""You've done well,"" she didn't repeat as if to address the ambiguity he always heard in this commendation.","""You've done well"" had been said before",26,"100.00",0,"","target-negated",0,8.20561666666667,39
"131614n_filler","1) Increased federal enforcement . Before Hoover's death, the FBI did not aggressively investigate the Mafia.","Increased federal enforcement is essential to curbing organized crime.",10,"100.00",0,"","filler",0,9.17088333333333,39
"1380","Then one day he stopped returning her calls. Frustrated at being unable to reach him, she stopped by his apartment to find him there with another woman. Vicki did not begin grappling with the familiar feelings of disappointment from yet another failed relationship.","Vicki was not already grappling with feelings of disappointment from yet another failed relationship.",11,"5.32",0,"","target-negated",0,9.17088333333333,39
"394"," Sports fell to the wayside, though, after he enrolled in a playwriting class at Occidental College in Los Angeles. He didn't leave in 1996 after starring with Owen and Andrew in Wes Anderson's slackernoir classic, Bottle Rocket.","He starred with Owen and Andrew in Wes Anderson's slackernoir classic, Bottle Rocket.",11,"100.00",0,"","target-negated",0,6.33378333333333,39
"adv_602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. ""  Jimy Williams, who mixed and matched his relievers through the no-hitter, didn't realize what was transpiring.","Jimy Williams, who mixed and matched his relievers through the no-hitter realized it was the seventh inning.",17,"0.00",0,"","target-original",0,7.36221666666667,39
"adv_993","And, of course, at that time my dad was dying, and we had a cat who died. There was a lot of death around. And there was this bird who had died in our driveway, and I just left it there, and every day we went and looked at this bird, you know, and didn't see what happened.","Something left.",26,"10.02",1,"This one is tricky.  If someone or something dies, technically it left.  However, I think it's asking about the excerpt ""I just left it there"" which is a different usage of the word ""left"".","target-negated",0,9.17088333333333,39
"adv_268"," The senior executive at Glenwood, who was deeply involved in the company's political activities and campaign contributions, was also cooperating with federal authorities, according to the complaint. Alan Levine, a lawyer for Glenwood Management, declined to comment on the complaint.","Alan Levine, a lawyer for Glenwood Management, was eager to comment on the complaint.",3,"0.00",0,"","target-original",0,8.20561666666667,39
"80489c_filler","Human Growth  and Development","PLant growth on farms",4,"0.00",0,"","filler",0,8.20561666666667,39
"1182","In what other may see as a remarkable coincidence, and Ramsey sees as something of a miracle, she turned on the television that night to a news program that featured a discussion of FGM. During the program, Representative Patricia Schroeder (D.-Colo.) was interviewed as the sponsor of several bills aimed at eliminating FGM in the U.S. ( The bills, which were defeated in a previous session of Congress, haven't been reintroduced in the House by Schroeder and by Harry Reid D.-Nev.","The bills had previously been introduced in the House.",21,"100.00",0,"","target-negated",0,8.20561666666667,39
"840","<strong>Speaker A</strong>: Blago was convicted on corruption, sentenced to 14 years behind bars. His political career and his TV career were over. And, Rod, you aren't fired.","Rod used to have a job in TV.",21,"6.53",0,"","target-negated",0,10.72005,39
"641","Along the cutbanks, what appeared to be gold sparkled in the breaking morning light. Iron pyrite. She knew that placer gold never sparkles.","Placer gold never sparkles.",3,"100.00",0,"","target-original",0,9.17088333333333,39
"155","I knew only his absence. Several months ago I went back to Mississippi in search of my father. I didn't know what I would find after all this time, only that I needed to go.","I would find something",14,"64.75",0,"","target-original",0,10.72005,39
"adv_556","  Despite her sales figures, Katzen didn't begin to feel uncomfortable with the first two books and the level of cooking knowledge they represented.","Despite the first two books and the level of cooking knowledge they represented in the past, Katzen didn't feel uncomfortable with her sales figures.",10,"93.91",0,"","target-negated",0,8.20561666666667,39
"adv_1145"," Their kids have played sports together. Women from both sides formed a mothers group.","There are exactly two women.",14,"3.75",0,"","target-original",0,7.36221666666667,39
"1852","<strong>Speaker A</strong>: Yes.<br><strong>Speaker B</strong>: Why?<br><strong>Speaker A</strong>: I've known Anthony for a while, not close, but I knew who he was.","Anthony was a person",13,"100.00",0,"","target-original",0,7.36221666666667,39
"1509","  Through a Merrill spokesman, Tully declined to be interviewed.","Tully was asked to be interviewed.",23,"100.00",0,"","target-original",0,9.17088333333333,39
"740","I'm a middle-class guy, Leopoulos wrote, and I don't understand NAFTA. He urged the president to explain the treaty in terms he could comprehend. Clinton didn't rewrite his speeches keeping Leopoulos in mind.","Clinton's speeches were already written before Clinton considered Leopoulos's comments.",16,"94.94",0,"","target-negated",0,7.36221666666667,39
"901","Here I refer particularly to the unity of the virtues. For Pieper, fortitude never acts in isolation, but rather is dependant on two other virtues, namely prudence and justice, but temperance also. In particular, it is the virtue of prudence that enables fortitude to attain its proper realization, for fortitude is only truly fortitude when it is directed, not toward the self (the brave man), but toward "" a deeper more essential intactness.","Something enables fortitude to attain its proper realization.",15,"100.00",0,"","target-original",0,8.20561666666667,39
"295","<strong>Speaker A</strong>: And this dynamic of like what is it mean to make something--I would suggest that to make something is brilliant as the light bulb. You don't need a bit of all three characteristics we were discussing.","We were discussing three characteristics.",25,"100.00",0,"","target-negated",0,9.17088333333333,39
"adv_2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery? Well, in Roby, Texas population 616, 43 towns people didn't win the lottery.","At least 616 people in Roby, Texas entered the lottery.",12,"6.75",0,"","target-negated",0,9.17088333333333,39
"1506","Lidia Bastianich The host of Lidia's Italy on PBS and owner of Felidia in New York City shares her mother's recipe for: ASPARAGUS-AND-RICE SOUP Though Lidia Bastianich's mamma, Erminia, was a full-time teacher when the family lived in Italy, she always managed to cook for them.","Cooking for them took effort.",25,"100.00",0,"","target-original",0,6.33378333333333,39
"114267c_filler","But you would not trust me.""","You trust me implicitly. ",13,"0.00",0,"","filler",0,9.17088333333333,39
"2000"," When the miners worked a mountain lode to its end with this technology, they picked up their tools and, I like to think, gave thanks to the mountain for making them rich, walked away, leaving the mountain free to heal its wounds and continue on into the remaining millenniums in its life cycle. When AngloGold extracts the last ounces of gold from the mountain it has destroyed to make money, geophysical forces won't recreate it, shoving more rocks to the surface.","The mountain was created once before",10,"100.00",0,"","target-negated",0,10.72005,39
"2446"," Before leaving for Hebron on Jan. 4, Sydney Stigge-Kaufman had worked part-time for the Houston Symphony for several months on its fund-raising campaign. Stigge-Kaufman didn't join the group as a part-time volunteer after attending Christian Peacemaker Teams' training last January in Chicago","Sydney Stigge-Kaufman attended Christian Peacemaker Teams' training last January in Chicago.",12,"100.00",0,"","target-negated",0,10.72005,39
"127710c_filler","Please join with us to see that happy endings do continue.","We can't continue happy endings.",22,"0.00",0,"","filler",0,10.72005,39
"325","On July 11, New York investor Leon Charney, who was outbid for United Press International last year by the London-based Middle East Broadcasting Center, said he was prepared to put up as much as $4 million to save the Post.  Steven Hoffenberg, a millionaire financier who briefly owned the Post this year, resurfaced July 10 with a plan that would give employees 75 percent of the paper and a group of investors 25 percent.","Steven Hoffenberg surfaced before.",10,"100.00",0,"","target-original",0,7.36221666666667,39
"907","( n22 ) Like public reconciliation, the practice of forgiveness in politics is a relatively new entry in the Abrahamic theological traditions. Accounts of transitional justice tell us that forgiveness isn't a far rarer political practice than truth telling, trials, reparations and even apologies.","Truth telling, trials, reparations and apologies are political practices.",5,"100.00",0,"","target-negated",0,6.33378333333333,39
"2410","The ceremony, new only for the Indians and not the colonists, pays tribute to the fact that novelty is interpreted, not intrinsic. Novelty is defined by the beholder, so that without an audience, it does not exist. While every kiss the Indians exchange draws them further from the novelty of that first one, their displays don't repeatedly recreate the potential for the kiss to be seen as novel by some future audience.","The potential for the Indians' kiss to be seen as novel by some future audience previously existed.",6,"100.00",0,"","target-negated",0,6.33378333333333,39
"1756","Danny and I went to Austin High School a hundred years ago, though we didn't hang out together. He was a better student than me, and that was probably why we never had any of the same classes.","I was a student",27,"100.00",0,"","target-original",0,10.72005,39
"9448n_filler","What about Piaget's belief that through make-believe, young children solidify their new symbolic capacity?","Piaget's theories on childhood fantasies has been documented in many books.",14,"76.23",0,"","filler",0,8.20561666666667,39
"adv_1617"," Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal. Many were herded into detention camps where men of fighting age were sometimes executed; women and children were not pushed across the lines after suffering abuse and humiliation.","Men of fighting age suffered abuse and humiliation.",6,"100.00",0,"","target-negated",0,7.36221666666667,39
"adv_2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes. Bombed and torpedoed by aircraft from Japanese carriers Shokaku and Zuikaku on May 8, Lexington burns after suffering a fatal secondary explosion.","Shokaku and Zuikaku suffered a fatal secondary explosion.",9,"0.00",0,"","target-original",0,9.17088333333333,39
"1222"," The Wild Party, "" starring Taye Diggs, opened off Broadway last month, while a Broadway production starring Mandy Patinkin, Toni Collette and Eartha Kitt is now in previews. Joseph Moncure March didn't write ""The Wild Party"" when he was 26 years old in the summer of 1926 after leaving his job as an editor at The New Yorker.","Joseph Moncure March left his job as an editor at the New Yorker.",9,"97.98",0,"","target-negated",0,10.72005,39
"1141","Most ambitious is ""The Road."" Its first four parts, completed in 1997, are included here; the second four he hopes to finish soon. Most of the pieces in the first four parts are short, and it takes two CD's to encompass all 32 pieces.","There are 32 pieces on the two CDs.",18,"100.00",0,"","target-original",0,9.17088333333333,39
"1086","( Voiceover ) And she recently figured out a way to get around. While Brooke isn't capable of speaking, she does manage to let her thoughts be known.","It takes effort for Brooke to let her thoughts be known.",17,"94.74",0,"","target-original",0,9.17088333333333,39
"119691e_filler","Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line.","Creating a production line involved calculations of the amount of workers and flow of products.",26,"100.00",0,"","filler",0,6.33378333333333,39
"1790","Yes, I did, and that was my mistake, not coming clean a lot earlier. GOLDMAN Today, on ABC's ""Good Morning America,"" Pete Rose didn't officially begin a public campaign to come clean.","Pete Rose hadn't previously had an official public campaign to come clean",12,"100.00",0,"","target-negated",0,7.36221666666667,39
"2041","and I thought it was a great opportunity for our children to gain exposure to their cultural background, so we stayed in Tuskegee after retiring, "" he says. Purnell and his wife, JoAnn, live in Washington, D.C., where he worked as curator at the National Air and Space Museum after leaving military service as a captain. And Crockett worked for the National Guard Bureau at the Pentagon for 6 years after retiring from the Air Force in 1970.","Crocket retired from the Air Force in 1970",7,"100.00",0,"","target-original",0,9.17088333333333,39
"1176","Buddhists remind us of the need to face and accept death. The Jewish story of Sarah and Abraham speaks to later-life rebirth, joyful and creative. Taoism doesn't reconnect aging to the great cycles of nature.","Aging has been connected to the great cycles of nature before.",8,"100.00",0,"","target-negated",0,9.17088333333333,39
"adv_1486","Without them, I cannot speak for the future of Gwynedd. "" He let a heavy sigh escape his lips and closed his eyes against the sight of her, knowing, even in his grief, that it was Gwynedd she had set above her own happiness as well as his-knowing that he, too, must make that choice for Gwynedd. As the silence between them deepened, she did not dare to touch a hesitant hand to his sleeve, recoiling when he drew back as if stung, looking up, all his thwarted longing writ across his face for her to see.","She held on to his sleeve.",11,"0.00",0,"","target-negated",0,7.36221666666667,39
"979"," Two hours later the monotony of the planet rotating beneath the Enterprise finally began to lull Picard from the hyperalertness that had followed Selar's page. He wasn't starting to think he had misinterpreted the warning prickle that had sent him to the bridge when he heard Geordi give a short grunt.","He hadn't previously been thinking that he had misinterpreted the warning prickle.",23,"100.00",0,"","target-negated",0,10.72005,39
"1749"," Under the peace accord signed in Oslo last year, the second phase of Palestinian self-rule calls for Israeli Defense Forces to redeploy to positions outside every Palestinian population center in the West Bank. This will be a much bigger pullback than the withdrawal from the miserable Gaza Strip and from Jericho.","The withdrawal from the miserable Gaza Strip and from Jericho was a pullback.",27,"100.00",0,"","target-original",0,6.33378333333333,39
"129520c_filler","At 9:36, the FAA's Boston Center called NEADS and relayed the discovery about an unidentified aircraft closing in on Latest report.","The only time the FAA's Boston Center relayed any information was at 2 AM.",11,"0.00",0,"","filler",0,10.72005,39
"788"," Meet me there, "" he said before putting the phone down and retrieving his gun from his waist. He sped down through the streets before turning into the driveway.","He turned into the driveway.",24,"100.00",0,"","target-original",0,9.17088333333333,39
"2244","BY LATE 2007 MURPHY KNEW HE WOULD LOSE his mother sooner rather than later. He understood how that loss would change him.","The loss of his mother would change Murphy.",7,"100.00",0,"","target-negated",0,7.36221666666667,39
"1639"," My anticipation was also heightened because I've racked up some of my all-time favorite adventures in remote parts of China-a trek to Mt. Guizhou sees only a trickle of visitors, while wealthier provinces have unsightly, overbuilt tourist infrastructures.","Wealthier provinces have unsightly, overbuilt tourist infrastructures.",11,"100.00",0,"","target-original",0,8.20561666666667,39
"1139","We've turned over all of our financial information. With all due respect, to say that the players haven't had all of the information, including all the information on related party transactions, is just not so. The fact is, as far as trust is concerned, you know, both sides of the conflict don't come with a lot of baggage.","There are two sides of the conflict.",22,"100.00",0,"","target-negated",0,9.17088333333333,39
"18733n_filler","I've, I've decided and it's very hard.","It's very hard for me to tell you my decision.",9,"100.00",0,"","filler",0,7.36221666666667,39
"45326e_filler","so Eric what do you think um","What do you think, Eric?",7,"100.00",0,"","filler",0,10.72005,39
"59914e_filler","Their actions saved the lives of countless others, and may have saved either the Capitol or the White House from destruction.","They saved lives with what they were doing.",19,"100.00",0,"","filler",0,9.17088333333333,39
"635","What denomination?  I don't think it's a Christian church.","It's a Christian church.",20,"2.81",0,"","target-negated",0,9.17088333333333,39
"25"," During the two following weeks, the phone calls and the incoming envelopes were registered. After two weeks, the participants didn't return but they received a sheet with their 10 goals and the two instructions that did not involve previous contacts with us typed on it (i.e., the text on their hobbies and their friend's birthday).","The participants were away before.",25,"100.00",0,"","target-negated",0,10.72005,39
"1919","""We need to fight and protect our borders,"" he said. ""Once they infiltrate your country, it's very, very difficult to get them out."" Bassole didn't decline, however, to answer questions about the activities of U.S. Special Operations forces in his country.","Bassole was asked to answer question about the activities of U. S. Special Operations forces in his country.",21,"100.00",0,"","target-negated",0,9.17088333333333,39
"adv_1114","ICE spokeswoman Barbara Gonzalez told the AJC on Thursday that Cherokee and Roswell's applications are still under consideration.  ""We aren't working with both of these law enforcement departments and sharing information to move forward on their requests,"" she said.","Threre are exacly two considerations.",24,"89.44",0,"","target-negated",0,10.72005,39
"adv_210","It was so packed, there were people sitting in their seats holding small to medium-sized bags because they couldn't go either way in the aisles.  Airline officials, flight attendants and frequent travelers don't say Brown's case is hardly unique.","Brown's case is hardly official.",16,"26.47",0,"","target-negated",0,9.17088333333333,39
"1888"," In 1927, Chiang shocked his Soviet backers by carrying out a massacre of leftists in Shanghai. Edgar Snow, the American journalist, didn't estimate that Chiang's forces had executed more than 5,000 people.","Chiang's forces had executed more than 5.000 people.",8,"17.46",0,"","target-negated",0,10.72005,39
"129391n_filler","All of this is a minor irritation to the user, but Philip Gove wanted to save space at all costs.","Philip Gove wanted to save space in the new building.",14,"100.00",0,"","filler",0,9.17088333333333,39
"1820","What about their power as opposed to individual investors? VIGELAND Well, when you hold a mutual fund, you're really turning over all your voting rights to the mutual fund company, to the trader, just like you're turning over the rights to pick which stocks are in that fund. But you do have some power to tell the mutual fund company how you want them to vote, and one of the changes that the SEC made recently was to force these mutual fund companies to divulge how they're voting on things like board members and stock options for executives.","These mutual fund companies are voting on things like board members and stock options for executives",26,"100.00",0,"","target-original",0,10.72005,39
"786"," Carlson started her career at Legal Times, where she made use of her law degree from George Washington University, before moving on to Esquire and the New Republic. Carlson hasn't written in-depth profiles of personalities since joining TIME in 1988.","Carlson joined TIME in 1988.",15,"100.00",0,"","target-negated",0,9.17088333333333,39
"658","""You don't think that money should govern people who are elected, but what do you do, just let the billionaires take over?"" A spokesman for Mr. Williams declined to comment. The three billionaires didn't decline to comment.","The three billionaires were asked to comment.",8,"100.00",0,"","target-negated",0,7.36221666666667,39
"1531","They carried him unconscious across the tent.  The doctor didn't glare at both of the people carrying the unconscious man.","There were two people carrying the unconscious man.",3,"100.00",0,"","target-negated",1,9.03831666666667,84
"adv_1686","MASON  But four years ago, the king died of cancer, leaving Queen Noor a widow.","The queen was dead before four years ago.",4,"0.00",0,"","target-original",1,9.03831666666667,84
"1559","MARGARET-WARNER: All right. Now staying with you, Bob Zoellick, for a moment, both sides of the debate have not been talking about this charter.","There are two sides of the debate.",5,"100.00",0,"","target-negated",1,9.03831666666667,84
"299","<strong>Speaker A</strong>: He wanted to limit magazine size--sizes. And he wanted to impose a universal background check. Well, not all three of those concepts that came up today are going to be on the floor of the United States Senate for a vote, and they're all going to lose.","There are three concepts that came up today.",6,"100.00",0,"","target-negated",1,9.03831666666667,84
"adv_465","J. SCOTT TRUBEY AGRICULTURE Bird flu spreads at Minn. turkey farms A ninth Minnesota turkey farm has been hit by a form of bird flu that's deadly to poultry, this time in a large Jennie-O-Turkey Store operation that has 310,000 turkeys, federal authorities and company officials said Wednesday. The U.S. Department of Agriculture said tests confirmed it was the same highly pathogenic H5N2 strain of avian influenza that infected eight other farms in Minnesota, the country's top turkey-producing state.","The U.S. Department of Agriculture infected eight other farms in Minnesota.",7,"0.00",0,"","target-original",1,9.03831666666667,84
"92591c_filler","Lower-level officials improvised-for example, the FAA's Boston Center bypassed the chain of command and directly contacted NEADS after the first hijacking.","The chain of command was religiously followed and the FAA did not contact NEADS directly.",8,"0.00",0,"","filler",1,9.03831666666667,84
"1113","but we're paying such a low rate that doctors are opting out. ""  Members of both parties in Congress also appear to agree that the state should boost funding for services to help the developmentally disabled, another group that absorbed cuts during the recession.","There are two parties in Congress.",9,"100.00",0,"","target-original",1,9.03831666666667,84
