"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"167","225","Kids as young as ten are using illegal bodybuilding drugs to improve their athletic performance as well. A government study from 2000 reported that an average of six out of one hundred twelfth-grade males had used steroids at least once.","three of one hundred twelfth-grade females had tried them as well.",3,22.03,0,"","target-prior",2,12.4749833333333,39
"168","141","<i>(No context.)</i>","Peacock didn't film grizzly bears before 1975.",24,50.15,1,"There is no context provided for this text so I could only move the slider to as close to 50% as I could.","target-prior",2,13.6156833333333,39
"169","1809","Somehow, this was supposed to be bad news for men. Thus deepened the mancession.","I had previously been asking myself why we were watching men so closely after all these years",10,71.68,0,"","target-prior",2,13.7094666666667,39
"170","268"," The senior executive at Glenwood, who was deeply involved in the company's political activities and campaign contributions, was also cooperating with federal authorities, according to the complaint.","Alan Levine, a lawyer for Glenwood Management, was asked to comment on the complaint.",25,68.27,0,"","target-prior",2,13.6156833333333,39
"171","465","J. SCOTT TRUBEY AGRICULTURE Bird flu spreads at Minn. turkey farms A ninth Minnesota turkey farm has been hit by a form of bird flu that's deadly to poultry, this time in a large Jennie-O-Turkey Store operation that has 310,000 turkeys, federal authorities and company officials said Wednesday.","Something infected eight other farms in Minnesota.",21,100,0,"","target-prior",2,13.3447666666667,39
"172","95","But will it ever? "" The only way I could see it happening, ""says Page,"" would be if we could get together in a room and look each other in the eye and play and still be able to have a smile behind those eyes.","getting back together only to disappoint the fans is an idea.",3,62.6,0,"","target-prior",2,13.6156833333333,39
"173","1740","FishEasy ST, $129; FishEasy Port Photograph A hefty (depth) charge. // able, $199.","Hooking a worm and casting a line with Dad out on a peaceful lake is a bonding experience.",23,71.41,1,"The text just indicates prices so this is a confusing one.  With that said, based on what I know of the world, the statement is probably true if difficult to assess in this context.","target-prior",2,13.6156833333333,39
"174","2301","After Edward died and it didn't seem like she was going to find somebody, some of us here wrote to her, you know, and what I said was:' You should come back. Come back to us and live with all your friends in Canterbury. '","She couldn't come back to Canterbury.",25,14.34,0,"","target-prior",2,15.0281666666667,39
"175","342","Officials reasoned the farmers weren't paying back the debts anyway, and foreclosing on them was difficult and time consuming. The state did reclaim a few farms before it gave up.","that land has been sold before.",27,96.6,0,"","target-prior",2,15.0281666666667,39
"176","1211"," ISE resources include, but are not limited to: science centers and museums and any other nature-related exhibit; television programs; film and broadcast media; digital media and gaming; and youth, community, and after-school programs (CAISE).","I collected the results and reported back.",26,94.68,0,"","target-prior",2,15.0281666666667,39
"177","569","voice-over Micki wrote to the friend she had not seen since age 12, to find out how Sonia's life had taken such a disastrous turn.","Sonia didn't write back in the past.",24,12.73,0,"","target-prior",1,9.637,4
"178","2351","As I've gotten older, I can't underestimate the power of the sitter. Twenty years later I look back, and it's a very strong portrait.","It was not expected for him to look over.",16,10.38,1,"Statement makes no sense.  Look over what?","target-prior",1,9.637,4
"179","1816"," In fact, he had said: The colleges for women are still regarded by many people as superfluities. '","He hadn't previously been disagreeing with that view",11,13.93,0,"","target-prior",1,9.637,4
"180","968","The Dark Knight hit that mark in just five days. But what happened after that--in the second month, and the third--is what made Titanic a phenomenon that now seems like a remnant of a lost world.","People had previously been going,",7,100,1,"Makes no sense.  Two different movies, and obviously people went.","target-prior",1,9.637,4
"181","602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. "" ","Something was transpiring.",21,100,0,"","target-prior",1,5.56898333333333,22
"182","539","You see, now you've given me the first queasy feeling in the pit of my stomach here, because what I'm beginning to hear is, "" You want to have taxes?","Previously, you did not give me the kind of cuts that I want to have in certain entitlement programs.",27,50,0,"","target-prior",1,6.85415,22
"183","677","<i>(No context.)</i>","Victor Santos attempted to make it out of third inning in back-to-back starts.",26,49.25,0,"","target-prior",1,5.49005,22
"184","2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her.","Something about her appealed to him.",18,100,0,"","target-prior",1,4.23678333333333,22
"185","1872","Probably, yes. I mean, he was the most","He was the most interesting.",21,47.75,0,"","target-prior",1,4.59831666666667,22
"186","2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder.","She had her balance previously.",13,48.65,0,"","target-prior",1,4.23678333333333,22
"187","2416","Hey, Karyn. That s right.","Crowe and Ron Howard had previously worked together.",12,49.85,0,"","target-prior",1,6.85415,22
"188","2459"," He'd have sworn he'd seen it after nutmeg and cloves, but now cloves was the last ingredient.","He lost both Richard and his job.",16,0,0,"","target-prior",1,5.56898333333333,22
"189","341","<i>(No context.)</i>","Jimmy Page and Robert Plant had been united before 1980.",19,0,0,"","target-prior",1,4.59831666666667,22
"190","183","I'm no angel, but I don't buy and sell women.","She is at somewhere.",20,50.3,0,"","target-prior",1,5.56898333333333,22
"191","2357","Penelope asked. "" They are few and fer between.","They tried to adapt to the transition.",3,49.4,0,"","target-prior",1,6.85415,22
"192","87","Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game. He gave Green Bay enough time to win it and the Packers nearly did.","running what would have been from extra point point range was a gamble on a sloppy field.",24,19.4,0,"","target-prior",1,5.49005,22
"193","1741","Mm-hmm. Stehr:","The tas break is a deal.",10,0,0,"","target-prior",1,4.23678333333333,22
"194","250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded.","He was supposed to eat.",25,46.85,0,"","target-prior",1,4.23678333333333,22
"195","1726","<i>(No context.)</i>","Something seemed most present",11,0,0,"","target-prior",1,5.56898333333333,22
"196","1","The cops had him in their headlights. He ran hard and fast, fiercely pumping his legs, his arms, but they gained on him quickly, swerving in front of him to block his way.","He was standing earlier.",19,51.2,0,"","target-prior",1,4.67056666666667,22
"197","140","Now the results of tonight's poll; 19 percent of you said the United States should legalize the millions of illegal aliens already living in this country; 81 percent said we should not. Now ""America Works"" --","The garbage collector who is on the job hours before most of us wasn't thinking about waking up before.",5,0,0,"","target-prior",1,4.59831666666667,22
"198","414","It was hard to think of Larry as being from Wyoming. He had no mystique.","I wasn't awake before early morning.",12,0,0,"","target-prior",1,5.56898333333333,22
"199","8","Then he remembered what had been done to Ben Zoma. And to Cadwallader.","He had sympathy for the woman.",6,50.9,0,"","target-prior",1,5.49005,22
"200","696","His optimum playing weight is said to be 235, while his Ruthian weight could be as high as 280. In Duquette's cold calculation, Vaughn's knee surgery may foreshadow a physical decline, aided and abetted by late nights, drinking and a weight problem.","Duquette is asked to be interviewed.",7,66.31,0,"","target-prior",1,5.49005,22
"201","1376","Metaphysical evil nullifies all attempts to establish constraints through law and social compact. The twentieth century has conferred astonishingly widespread respect for metaphysical evil by honoring the thought of Nietzsche.","I have found greater revelation about evil in narratives.",8,7.05,0,"","target-prior",1,5.49005,22
"202","2480","We must teach more students because everyone needs to understand music. We must involve more students because inclusiveness builds program support from families and friends.","Students will move to the next level in music classes.",10,50.3,0,"","target-prior",1,4.67056666666667,22
"203","1758","The second study (N = 36) examined anxiety components and discrepancies between performance-goals and performance as predictors of negative self-talk. Regression analysis revealed that cognitive anxiety direction and goal-performance discrepancies were significant predictors of negative thoughts (R2 =.41,","Cognitive anxiety direction is a predictor.",19,100,0,"","target-prior",1,5.49005,22
"204","868",""" I said. I didn't think that she would refuse me.","Someone recited things to them in Redtown.",5,0,0,"","target-prior",1,5.56898333333333,22
"205","915","Before we knew it, it was time for all of us join Frank Sinatra and sing ""I want to be a part of it, New York, New York!"" The crowd cheered for all the entrants as they paraded to the gate.","New Yorkers are a group in the United States.",9,48.2,0,"","target-prior",1,4.67056666666667,22
"206","37","And failed. Such attachment escaped him.","There wasn't sound of bickering in Jay's room ealier.",16,0,1,"The statement and the text are entirely different from one another.","target-prior",1,5.49005,22
"207","1020","In the coming months, I will return to Comite for further tests and to decide whether I should make myself into a bit of a science experiment. Lucky you, you'll get to watch and maybe even learn from my mistakes.","My cholesterol has a certain number and the cholesterol particles traveling though my bloodstream have a certain size.",18,50.75,0,"","target-prior",1,6.85415,22
"208","1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences.","I was brought to court",5,100,0,"","target-prior",1,4.23678333333333,22
"209","1216"," Maybe a little, I mean after, b u t... "" land, with occasional spells aboard trains and busses.","Nuala learned of Hal's death.",14,0,0,"","target-prior",1,4.67056666666667,22
"210","991","I've worked obviously suspicious gobblers for an hour only to have them lose all wariness and come sprinting toward me when they spotted a hen or jake decoy. And I've had ""hot"" gobblers turn tail feathers and run the moment they caught sight of a decoy.","They will react in some way.",13,100,0,"","target-prior",1,4.67056666666667,22
"211","677","<i>(No context.)</i>","Victor Santos attempted to make it out of third inning in back-to-back starts.",21,0.05,0,"","target-prior",1,7.85061666666667,44
"212","2480","We must teach more students because everyone needs to understand music. We must involve more students because inclusiveness builds program support from families and friends.","Students will move to the next level in music classes.",18,99.06,0,"","target-prior",1,5.61401666666667,44
"213","915","Before we knew it, it was time for all of us join Frank Sinatra and sing ""I want to be a part of it, New York, New York!"" The crowd cheered for all the entrants as they paraded to the gate.","New Yorkers are a group in the United States.",19,100,0,"","target-prior",1,5.61401666666667,44
"214","1376","Metaphysical evil nullifies all attempts to establish constraints through law and social compact. The twentieth century has conferred astonishingly widespread respect for metaphysical evil by honoring the thought of Nietzsche.","I have found greater revelation about evil in narratives.",7,99.34,0,"","target-prior",1,7.85061666666667,44
"215","1008",""" If somebody messes up, I usually get mad. That's just the competitor in me.","I am some way.",9,99.25,0,"","target-prior",1,9.46481666666667,44
"216","8","Then he remembered what had been done to Ben Zoma. And to Cadwallader.","He had sympathy for the woman.",23,99.09,0,"","target-prior",1,7.85061666666667,44
"217","2351","As I've gotten older, I can't underestimate the power of the sitter. Twenty years later I look back, and it's a very strong portrait.","It was not expected for him to look over.",17,0.17,0,"","target-prior",1,7.80013333333333,44
"218","991","I've worked obviously suspicious gobblers for an hour only to have them lose all wariness and come sprinting toward me when they spotted a hen or jake decoy. And I've had ""hot"" gobblers turn tail feathers and run the moment they caught sight of a decoy.","They will react in some way.",21,100,0,"","target-prior",1,5.61401666666667,44
"219","1250","""Do better."" ""I'm ready when you are,"" Iris said.","The Outlaw is open before ten.",8,0.49,0,"","target-prior",1,9.46481666666667,44
"220","1","The cops had him in their headlights. He ran hard and fast, fiercely pumping his legs, his arms, but they gained on him quickly, swerving in front of him to block his way.","He was standing earlier.",11,100,0,"","target-prior",1,5.61401666666667,44
"221","1216"," Maybe a little, I mean after, b u t... "" land, with occasional spells aboard trains and busses.","Nuala learned of Hal's death.",12,0.29,0,"","target-prior",1,5.61401666666667,44
"222","1490","All these details result in the three scenes being naturally paralleled to each other.","Binding the novel's exposition with its denouement takes effort.",16,99.34,0,"","target-prior",1,6.65285,44
"223","968","The Dark Knight hit that mark in just five days. But what happened after that--in the second month, and the third--is what made Titanic a phenomenon that now seems like a remnant of a lost world.","People had previously been going,",19,99.43,0,"","target-prior",1,7.80013333333333,44
"224","87","Although they won in Green Bay, they overcame Mike Tomlin's unfathomable decision to not run down the clock and kick a field goal in a tie game. He gave Green Bay enough time to win it and the Packers nearly did.","running what would have been from extra point point range was a gamble on a sloppy field.",19,99.43,0,"","target-prior",1,7.85061666666667,44
"225","1741","Mm-hmm. Stehr:","The tas break is a deal.",21,47.9,1,"The text is only two words and the word Stehr does not mean anything to me.","target-prior",1,8.99351666666667,44
"226","539","You see, now you've given me the first queasy feeling in the pit of my stomach here, because what I'm beginning to hear is, "" You want to have taxes?","Previously, you did not give me the kind of cuts that I want to have in certain entitlement programs.",11,99.66,0,"","target-prior",1,6.67848333333333,44
"227","2213"," It is no wonder that the emigration from Illinois continues.","The citizens of Illinois were previously getting fleeced by the politicians in the Democratic legislature.",13,0.29,0,"","target-prior",1,6.65285,44
"228","615"," Archeologist Ivor Noel Hume drew the same conclusion back in the early' 90s, when he uncovered on Roanoke Island what he called a science workshop, including fragments of a crucible and evidence of metalworking.","Joachim Gans, a metallurgist, and other scientists set up shop at the site during the first Raleigh-sponsored expedition to the area, in 1585.",14,99.28,0,"","target-prior",1,6.65285,44
"229","37","And failed. Such attachment escaped him.","There wasn't sound of bickering in Jay's room ealier.",13,0.03,0,"","target-prior",1,7.85061666666667,44
"230","696","His optimum playing weight is said to be 235, while his Ruthian weight could be as high as 280. In Duquette's cold calculation, Vaughn's knee surgery may foreshadow a physical decline, aided and abetted by late nights, drinking and a weight problem.","Duquette is asked to be interviewed.",14,99.28,0,"","target-prior",1,7.85061666666667,44
"231","2451"," Robert Dixon after planes from Yorktown and Lexington sank the light carrier Shoho in 20 minutes.","Lexicton suffered a fatal secondary explosion.",27,99.25,0,"","target-prior",1,7.32246666666667,44
"232","1758","The second study (N = 36) examined anxiety components and discrepancies between performance-goals and performance as predictors of negative self-talk. Regression analysis revealed that cognitive anxiety direction and goal-performance discrepancies were significant predictors of negative thoughts (R2 =.41,","Cognitive anxiety direction is a predictor.",24,100,0,"","target-prior",1,7.85061666666667,44
"233","140","Now the results of tonight's poll; 19 percent of you said the United States should legalize the millions of illegal aliens already living in this country; 81 percent said we should not. Now ""America Works"" --","The garbage collector who is on the job hours before most of us wasn't thinking about waking up before.",17,0.02,0,"","target-prior",1,6.60655,44
"234","1020","In the coming months, I will return to Comite for further tests and to decide whether I should make myself into a bit of a science experiment. Lucky you, you'll get to watch and maybe even learn from my mistakes.","My cholesterol has a certain number and the cholesterol particles traveling though my bloodstream have a certain size.",7,100,0,"","target-prior",1,6.67848333333333,44
"235","1844","I was locked up when I was 20 years old--just turned 20 years old, and I'm 42 now. So I've been in a little over 22 years, convicted for rape and sentenced to two life sentences.","I was brought to court",25,89.8,0,"","target-prior",1,8.99351666666667,44
"236","341","<i>(No context.)</i>","Jimmy Page and Robert Plant had been united before 1980.",26,0.02,0,"","target-prior",1,6.60655,44
"237","1214"," The newest way to monitor your heart rate, these tiny buds work by tracking the pulse of the blood rushing through your ears while allowing you to listen to your favorite tunes.","We took a few brands for a test jog.",5,0.84,0,"","target-prior",1,9.46481666666667,44
"238","2416","Hey, Karyn. That s right.","Crowe and Ron Howard had previously worked together.",22,0.49,0,"","target-prior",1,6.67848333333333,44
"239","2357","Penelope asked. "" They are few and fer between.","They tried to adapt to the transition.",23,0.49,0,"","target-prior",1,6.67848333333333,44
"240","2008","The proximate cause was physical, a failing heart. But the deeper cause was the strain his race for the presidency had placed on her mind and soul.","The earlier libels against Rachel's character had been circulated before",14,0.17,0,"","target-prior",1,9.46481666666667,44
"241","881","MORIARTY ","Someone is on trial.",16,0.05,0,"","target-prior",1,9.46481666666667,44
"242","1816"," In fact, he had said: The colleges for women are still regarded by many people as superfluities. '","He hadn't previously been disagreeing with that view",23,99.43,0,"","target-prior",1,7.80013333333333,44
"243","1676","Lowrey reels with an elbow, dropping Burnett to the lawn. But Burnett rolls and clips Lowrey's legs.","Lowrey was upright just before that.",27,100,0,"","target-prior",1,9.46481666666667,44
"244","250","My husband had sent me away for the summer. ""I have to be alone,"" he'd pleaded.","He was supposed to eat.",17,50,0,"","target-prior",1,8.99351666666667,44
"245","602","None of us really knew about it until we were sitting here undressing and looked at the scoreboard. "" ","Something was transpiring.",17,100,0,"","target-prior",1,7.32883333333333,44
"246","1615"," Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium.","Cam Akers scores a touchdown against the Florida Gators during the second half.",24,99.43,0,"","target-prior",1,6.65285,44
"247","569","voice-over Micki wrote to the friend she had not seen since age 12, to find out how Sonia's life had taken such a disastrous turn.","Sonia didn't write back in the past.",3,99.71,0,"","target-prior",1,7.80013333333333,44
"248","1694"," A month before school ended, the honors student's parents received a' progress report' from Oberon-Andy had three F's and two D's.","Something worried Andy's teachers",10,99.64,0,"","target-prior",1,9.46481666666667,44
"249","214","Instead, deputy foreign editor Steven R. Weisman said the reporter, Chuck Sudetic, left after being told by Serbian authorities that his safe passage through Serbian checkpoints could no longer be guaranteed. ","Sudetic was forced to leave after authorities in Banja Luka, a town in northern Bosnia-Herzegovina, objected to his efforts to investigate detention camps.",11,0,0,"","target-prior",1,9.46481666666667,44
"250","2459"," He'd have sworn he'd seen it after nutmeg and cloves, but now cloves was the last ingredient.","He lost both Richard and his job.",6,0.17,0,"","target-prior",1,7.32883333333333,44
"251","414","It was hard to think of Larry as being from Wyoming. He had no mystique.","I wasn't awake before early morning.",7,100,0,"","target-prior",1,7.32883333333333,44
"252","183","I'm no angel, but I don't buy and sell women.","She is at somewhere.",8,99.77,0,"","target-prior",1,7.32883333333333,44
"253","476","This year, it's battery power. Ever since the automobile displaced the horse and buggy a century ago, almost all cars have run on fuel derived from oil.","Something is poised for a makeover.",17,99.64,0,"","target-prior",1,7.32246666666667,44
"254","1801","BEARDEN: The Tribune's story is not unique.","Nine daily papers had been publishing prior to 1991",21,0.12,0,"","target-prior",1,7.32246666666667,44
"255","868",""" I said. I didn't think that she would refuse me.","Someone recited things to them in Redtown.",21,0.6,0,"","target-prior",1,7.32883333333333,44
"256","556","<i>(No context.)</i>","Despite her sales figures, Katzen didn't feel uncomfortable with the first two books and the level of cooking knowledge they represented in the past.",21,0.06,0,"","target-prior",1,6.65285,44
"257","1238","In the first section of the book, Stafford takes the risk of relying on mostly nonhuman speakers. Among others, we hear from a bowstring, a coyote, and several extinct species.","Stafford was on the right track before.",12,99.71,0,"","target-prior",1,7.32246666666667,44
"258","1872","Probably, yes. I mean, he was the most","He was the most interesting.",3,99.34,0,"","target-prior",1,6.60655,44
"259","2011","<strong>Speaker B</strong>: There was no sense of urgency to figure out what happened. It was a mystery that lingered, but I don't think it was in the forefront of people's minds.","Room 225 had previously been open",6,0.02,0,"","target-prior",1,7.32246666666667,44
"260","2134","And this time, he had promised himself not to let that happen. She was just a very young girl, and it was ridiculous to be attracted to her.","Something about her appealed to him.",3,92.87,0,"","target-prior",1,8.99351666666667,44
"261","1719","Then that smile again, this time bordering on sheepish, his hazel green eyes flashing. "" Hard to believe, huh?","Something worked.",9,99.16,0,"","target-prior",1,7.32246666666667,44
"262","2077","She struggled to get out of the car, wrestling with the seat belt. The man stepped back as Denise opened the door, using her shoulder.","She had her balance previously.",5,67.16,0,"","target-prior",1,8.99351666666667,44
"263","1726","<i>(No context.)</i>","Something seemed most present",20,0.05,0,"","target-prior",1,7.32883333333333,44
"264","1989","Forgotten. Clean slate.","General Squires had been assigned somewhere before",23,99.19,0,"","target-prior",1,6.65285,44
"265","750","A corrections company hired 140 locals to help build a large prison complex. More importantly, once the prison was up and running in 2012, it would provide Millen with more than 200 permanent jobs.","Stitch N Print was open in the past.",8,0.05,0,"","target-prior",1,7.32246666666667,44
"266","1781","If you disagree with those people, many of them will try to hurt you. Far left intolerance is off the chart.","The death of Reverent Jerry Falwell is an example of far left intolerance",4,0.43,0,"","target-prior",1,6.65285,44
"267","537","By far the most widely known possible consequence of STD prevention measures was a lowered risk of pregnancy. Of course, many STD prevention measures do not have this consequence, but for those that do, it seems to be very salient to these adolescents.","STDs is a consideration.",5,99.64,0,"","target-prior",1,6.65285,44
"268","999","I felt grubby just looking at her. ","Elissa has a favorite hobby.",4,0.03,0,"","target-prior",1,7.32246666666667,44
"269","657","What he's doing is totally and completely normal: He's discovering his body, and discovering that rubbing his penis feels good. There's nothing wrong with that.","You expect him to feel bad or ashamed about the behavior.",9,90.24,0,"","target-prior",0,17.65035,47
"270","1805"," ENGLEHORN looks with despair at the THICKENING FOG ahead.","He hadn't previously been spinning the wheel",4,0.02,0,"","target-prior",0,17.65035,47
"271","2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery?","At least 43 people in Roby, Texas entered the lottery.",17,84.82,0,"","target-prior",0,17.65035,47
"272","2235","<i>(No context.)</i>","Our men hadn't been drumming before.",26,1.5,0,"","target-prior",0,17.65035,47
"273","1230"," Still, after Johnson was fired he didn't get another big league managerial job until the Cincinnati Reds hired him in May 1993.","Johnson was swept by the Atlanta Braves.",18,2.96,0,"","target-prior",0,17.65035,47
"274","2015"," In a few cases, patients might still develop those diseases in future, but that was far from certain.","The mutatation had previously been classified as a risk factor",13,1.93,0,"","target-prior",0,17.65035,47
"275","1047","If this issue is so one-sided and you truly are the majority, why is it your own employer, the Heritage Foundation-a national think-tank, conservative-takes no stand on this issue and, in fact, offers no advice on this public policy question for the White House? Why?","Their contributer base and their member base is split on this issue.",14,75.6,0,"","target-prior",0,10.8565666666667,26
"276","588","Sometimes she came right from the set, still flushed, stinking of sex, in shorts and a halter top, and she held his hand until his racing heart slowed to a regular pace. He didn't like it, his peek into her world; it scared the hell out of him.","She did it somehow.",3,79.66,0,"","target-prior",0,13.8346666666667,26
"277","210","It was so packed, there were people sitting in their seats holding small to medium-sized bags because they couldn't go either way in the aisles. ","Brown's case is hardly unique.",4,65.89,0,"","target-prior",0,13.8346666666667,26
"278","74","And again. Getting close to the court now, she watched the ball machine spitting the balls out while Bryan with his increasingly powerful arms rolled the streamlined chair rapidly from one side to the other.","Something was placing the balls back on the other side just where he wanted them.",22,34.25,1,"This is non-sequitur.","target-prior",0,39.7649,26
"279","682"," Mr. Chapin, 38, knows that many people find this kind of stuff laughable in an age of audioanimatronic theme parks.","Updating that many people find this kind of stuff laughable in an age of audioanimatronic theme parks is forced upon Mr. Chapin.",22,70.74,1,"Not sure that ""forced"" is right.","target-prior",0,18.3866333333333,26
"280","1766","Not so anymore. Now, 125 means 125.","Brian Claar was aware of the change",16,2.7,1,"This is non-sequitur","target-prior",0,18.3866333333333,26
"281","1731","That's one of the big things I've been working on. "" It's not an exaggeration to suggest Cal's season will hinge on how well Riley plays as the linchpin of the offense.","Someone has to get the ball downfield",18,86.07,0,"","target-prior",0,18.3866333333333,26
"282","393"," Professor Skeel, the son of a teacher and an Air Force doctor, said he had ""zero"" experience of religion while moving six times with his father's deployments.","He entered the University of North Carolina in 1979.",8,51.95,0,"","target-prior",0,13.8346666666667,26
"283","1904"," p191","It took effort for me to say ""amazing""",12,74.96,1,"This is just random characters","target-prior",0,13.8346666666667,26
"284","1227"," At the time he attaches no significance to his father's visit to the counter of a domestic airline before checking in for his international flight, but he knew even then with the deaf-and-dumb intuition of a child that his father would not be coming back, ever.","His father kissed them and promised them gifts on his return.",13,10.93,0,"","target-prior",0,17.8647333333333,26
"285","1334"," The Chandela Rajputs who are responsible for the artful yet dizzyingly ornate temples have created a salacious smorgasbord of eye candy.","The famous Taj Mahal is a sight.",20,66.88,1,"This is non-sequitur","target-prior",0,18.3866333333333,26
"286","1732","KYRA PHILLIPS: No.","Someone fills things out for little kids birthday clubs",7,2.12,1,"irrelevant","target-prior",0,10.8565666666667,26
"287","467","Tartars and Arab clans / tribes exemplify this stage well. Such an inquiry can be either light-bearing or fruit-bearing (Pigou, 1946).","In the analysis of human society, soemthing dominates.",8,2.26,0,"","target-prior",0,10.8565666666667,26
"288","433","I haven't read but two or three pages when I look up and see that Mrs. Randolph is sleeping. And now that I've stopped yelling, I can also hear her snoring, a ruffled kind of breathing.","The book was open before.",10,100,0,"","target-prior",0,27.6934,26
"289","1160"," As he was securing a separation and divorce from his first wife, Engler had what might be called an active social life, leading to the same sort of rumors about womanizing that have plagued Clinton.","Engler had been married before.",12,100,0,"","target-prior",0,27.6934,26
"290","1737"," Or was Inner Child reading too much into it?","The smuggler was a person",4,98.69,1,"This is non-sequitur- ","target-prior",0,18.3866333333333,26
"291","657","What he's doing is totally and completely normal: He's discovering his body, and discovering that rubbing his penis feels good. There's nothing wrong with that.","You expect him to feel bad or ashamed about the behavior.",20,63.61,0,"","target-prior",0,18.897,26
"292","1400","DR. SEUSS","You think somethign about the cat wearing a hat.",25,81.86,0,"","target-prior",0,18.3866333333333,26
"293","1207"," DH Frank Thomas hit.212 in June and is still trying to find his stroke after last year's biceps injury.","DH Frank Thomas hit.340 with 12 home runs and 22 RBI in June.",12,0,0,"","target-prior",0,114.013716666667,26
"294","2111","WRITER: I lost a brother in the recent revolution.","He was alive previously.",8,100,0,"","target-prior",0,17.8647333333333,26
"295","1891","If the mandate was struck down and the $350 billion lost, what would happen to the insurance industry, Justice Alito asked. Deputy Solicitor General Kneedler said the justices should confine their analysis to the text of the statute, or risk becoming a kind of shadow budget committee.","The Medicaid expansion in the reform law could provide some reimbursement to insurance companies.",5,48.95,1,"This is non-sequitur- the statement is not related to the text.","target-prior",0,18.3866333333333,26
"296","1046","Ellie clipped coupons like crazy, and called up their credit card companies to ask for lower APRs. Two decades later, Ellie travels the world for speaking engagements and has authored 14 books on personal finance.","The struggles of those newlywed years have inspired everything that followed.",15,21.54,1,"Nothing about ""newlywed"" is mentioned in the text","target-prior",0,27.6934,26
"297","1805"," ENGLEHORN looks with despair at the THICKENING FOG ahead.","He hadn't previously been spinning the wheel",9,0,1,"this means nothing","target-prior",0,18.897,26
"298","1230"," Still, after Johnson was fired he didn't get another big league managerial job until the Cincinnati Reds hired him in May 1993.","Johnson was swept by the Atlanta Braves.",10,22.9,1,"this is possible, but irrelevant","target-prior",0,18.897,26
"299","1427"," Final topic, here.","Usama bin Laden did something.",19,99.46,0,"","target-prior",0,13.8346666666667,26
"300","580","The number of outlets selling Huawei globally increased by 116% to 35,000 stores as of May this year, the company said. ","Huawei's operating margins somehow plummeted six percentage points to 12% the first half of this year compared to the same period in 2015.",20,41.05,0,"","target-prior",0,13.8346666666667,26
"301","1522",""" You see how your mind works? I fear you have a grievous fault, Lion.","Acquiring the instincts of a bygone age takes effort.",5,31.87,1,"This is non-sequitur.","target-prior",0,114.013716666667,26
"302","2047"," The company denies that it found any problems with designs for the waste vessels before commissioning their construction.","Bechtel fixed all the welds",6,51.5,0,"","target-prior",0,114.013716666667,26
"303","1631"," Don't tell me you started a tech firm here before us.","Lily looks over her shoulder.",7,11.11,1,"This is just irrelevant. ""Lily"" is not in the text.","target-prior",0,114.013716666667,26
"304","188","<strong>Speaker B</strong>: They're going to have to pay their creditors $1 billion on June 1st. They don't have the money right now.","they will get the money.",3,40.91,0,"","target-prior",0,64.1448166666667,26
"305","130","And she approached Olympia Dukakis, with whom she had acted as well, to play Marian, the wife of the man who becomes Fiona's new suitor. ","""Away From Her"" wasn't shooting before early last year.",19,26.86,1," ""Away From Her"" is unmentioned in the text.","target-prior",0,27.6934,26
"306","2090","Edward: What do you mean? Father Abbott:","King Henry was alive before yesterday.",21,74.57,1,"irrelevant","target-prior",0,17.8647333333333,26
"307","2078","LYDEN-HOST: How many times have you heard you have just as about as much chance of that happening as winning the lottery?","At least 43 people in Roby, Texas entered the lottery.",13,32.84,0,"","target-prior",0,18.897,26
"308","2235","<i>(No context.)</i>","Our men hadn't been drumming before.",17,0,1,"no context","target-prior",0,18.897,26
"309","2015"," In a few cases, patients might still develop those diseases in future, but that was far from certain.","The mutatation had previously been classified as a risk factor",18,85.66,0,"","target-prior",0,18.897,26
"310","1153","I'm not looking for a--a colony on the moon. I think the cost of that would be in the hundreds of billions, if not trillions.","Housing in the US has previously been built.",24,100,0,"","target-prior",0,13.8346666666667,26
"311","365"," After all, once businesses have a full range of tech tools, they don't need to keeping boosting budgets to buy tons of new stuff.","They needed an upgrade.",11,46.85,1,"The text is generalizing; the statement is specific.","target-prior",0,114.013716666667,26
"312","1733","I think it's, unfortunately, very easy to fool girls into a kind of trafficking situation because people are--they're preying on hope, really. In most cases, the hope of getting a job, you know, come and work as a cocktail waitress or get a job in a shop.","Someone is being kidnapped",7,80.13,0,"","target-prior",0,64.1448166666667,26
"313","1751","Who doesn't need to get away from it all once in a while? I could use a break, and you probably could too.","A vacation centered around the beauties of space and the night sky is a choice for an amateur astronomer or astronomy enthusiast",5,80.83,0,"","target-prior",0,27.6934,26
